quote,author
"My Beloved <NAME>, <NAME> say that you are feeling my absence very much, and your only comfort when I am not there is to hold my writings in your hand 
and often put them in my place by your side. I like to think that you miss me and find relief in this sort of consolation. I, too, 
am always reading your letters, and returning to them again and again as if they were new to me — but this only fans the fire of my 
longing for you. If your letters are so dear to me, you can imagine how I delight in your company; do write as often as you can, 
although you give me pleasure mingled with pain.",Unknown
"My Love, <NAME>, I will cover you with love when next I see you, with caresses, with ecstasy.  I want to gorge yu with all the joys of the flesh, 
so that you faint and die.  I want you to be amazed by me, and to confess to yourself that you had never even dreamed of such transports… 
When you are old, I want you to recall those few hours, I want your dry bones to quiver with joy when you think of them.",Unknown
"To the One I Cherish, <NAME>, <NAME> you really not noticed, then, that here of all places, in this private, personal solitude that surrounds me, I have turned to 
you? <NAME> the memories of my youth speak to me as I walk, just as the sea shells crunch under my feet on the beach.  <NAME> crash of 
every wave awakens far-distant reverberations within me.
I hear the rumble of bygone days, and in my mind the whole endless series of old passions surges forward like the billows.  I remember 
my spasms, my sorrows, gusts of desire that whistled like wind in the rigging, and vast vague longings that swirled in the dark like a 
flock of wild gulls in a storm cloud.
On whom should I lean, if not on you?  <NAME> weary mind turns for refreshment to the thought of you as a dusty traveler might sink onto 
a soft and grassy bank.",Unknown
"My Beloved <NAME>, Eight days have passed since I parted from f.f., and already it is as though I had been eight years away from her, although I can 
avow that not one hour has passed without her memory which has become such a close companion to my thoughts that now more than ever 
is it the food and sustenance of my soul; and if it should endure like this a few days more, as seems it must, I truly believe it will 
in every way have assumed the office of my soul, and I shall then live and thrive on the memory of her as do other men upon their souls, 
and I shall have no life but in this single thought.
<NAME> the <NAME> who so decrees do as he will, so long as in exchange I may have as much a part of her as shall suffice to prove the gospel 
of our affinity is founded on true prophecy. Often I find myself recalling, and with what ease, certain words spoken to me, some on 
the balcony with the moon as witness, others at that window I shall always look upon so gladly, with all the many endearing and gracious 
acts I have seen my gentle lady perform–for all are dancing about my heart with a tenderness so wondrous that they inflame me with a strong 
desire to beg her to test the quality of my love.
For I shall never rest content until I am certain she knows what she is able to enact in me and how great and strong is the fire that her 
great worth has kindled in my breast. <NAME> flame of true love is a mighty force, and most of all when two equally matched wills in two 
exalted minds contend to see which loves the most, each striving to give yet more vital proof…
It would be the greatest delight for me to see just two lines in f.f.’s hand, yet I dare not ask so much. <NAME> your <NAME> beseech her 
to perform whatever you feel is best for me. 
<NAME> my heart I kiss your <NAME> hand, since I cannot with my lips.",Unknown
"To the One I Cherish, <NAME>, <NAME> letters will have shown you how lovely I am. I don’t dine at <NAME> I see few people, and take my walks alone, and at every beautiful 
spot I wish you were there.
I can’t help loving you more than is good for me; I shall feel all the happier when I see you again. I am always conscious of 
my nearness to you, your presence never leaves me. <NAME> you I have a measure for every woman, for everyone; in your love a measure 
for all that is to be. <NAME> in the sense that the rest of the world seems obscure tome, on the contrary, your love makes it clear; 
I see quite clearly what men are like and what they plan, wish, do and enjoy; I don’t grudge them what they have, and comparing is 
a secret joy to me, possessing as I do such an imperishable treasure.
<NAME> in your household must feel as I often do in my affairs; we often don’t notice objects simply because we don’t choose to look 
at them, but things acquire an interest as soon as we see clearly the way they are related to each other. For we always like to join 
in, and the good man takes pleasure in arranging, putting in order and furthering the right and its peaceful rule. <NAME> you whom I 
love a thousand times.",Unknown
"My Dearest <NAME>, <NAME>
I wish I had the gift of making rhymes, for methinks there is poetry in my head and heart since I have been in love with you. 
<NAME> are a <NAME> Of what sort, then? <NAME> <NAME> on me, no! A sonnet? <NAME> for that is too labored and artificial. <NAME> are a sort of sweet, 
simple, gay, pathetic ballad, which <NAME> is singing, sometimes with tears, sometimes with smiles, and sometimes with intermingled smiles 
and tears.",Unknown
"Dearest <NAME>, <NAME> <NAME>
I send you some allumettes (lampshades) wherewith to kindle the taper. <NAME> are very few but my second finger could no longer 
perform extra duty. <NAME> will serve till the wounded one be healed, however. <NAME> beautiful is it to provide even this slightest 
convenience for you, dearest! I cannot tell you how much I love you, in this back-handed style. <NAME> love is not in this attitude,– 
it rather bends forward to meet you.
What a year has been to us! <NAME> definition of <NAME> is, that it is love, and therefore includes both truth and good. But those only 
who love as we do can feel the significance and force of this.
<NAME> ideas will not flow in these crooked strokes. <NAME> be with you. I am very well, and have walked far in <NAME> this cold morning. 
I am full of the glory of the day. <NAME> bless you this night of the old year. It has proved the year of our nativity. <NAME> not the old 
earth passed away from us?–are not all things new?
<NAME> <NAME>e",Unknown
"My Dearest <NAME>, To <NAME>
To her only one after <NAME> she who is his alone in <NAME>
…We were greatly surprised when instead of bringing us the healing balm of comfort you increased our desolation and made the tears 
to flow which you should have dried. For which of us could remain dry-eyed on hearing the words you wrote towards the end of your 
letter: ‘But if the <NAME> shall deliver me into the hands of my enemies so that they overcome and kill me…’? <NAME> dearest, how could you 
think such a thought? <NAME> could you give voice to it? <NAME> may <NAME> be so forgetful of his humble handmaids as to let them outlive you; 
never may he grant us a life which would be harder to bear than any form of death.
<NAME> proper course would be for you to perform our funeral rites, for you to commend our souls to <NAME> and to send ahead of you those 
whom you assembled for <NAME> service — so that you need no longer be troubled by worries for us, and follow after us the more gladly 
because freed from concern for our salvation.
Spare us, I implore you, master, spare us words such as these which can only intensify our existing unhappiness; do not deny us, 
before death, the one thing by which we live. ‘<NAME> day has trouble enough of its own,’ and the day, shrouded in bitterness, will 
bring with it distress enough to all it comes upon. ‘Why is it necessary,’ says <NAME> ‘to summon evil’ and to destroy life before 
death comes?
<NAME> ask us, my love, if you chance to die when absent from us, to have your body brought to our burial-ground so that you may reap a 
fuller harvest from the prayers we shall offer in constant memory of you. But how could you suppose that our memory of you could ever 
fade? <NAME> what time will there be then which will be fitting for prayer, when extreme distress will allow us no peace, when the 
soul will lose its power of reason and the tongue its use of speech? <NAME> when the frantic mind, far from being resigned, may even (if I may so) 
rage against <NAME> himself, and provoke him with complaints instead of placating him with prayers?
<NAME> our misery then we shall have time only for tears and no power to pray; we shall be hurrying to follow, not to bury you, so that 
we may share your grave instead of laying you in it. If we lose our life in you, we shall not be able to go on living when you leave us.
I would not even have us live to see that day, for if the mere mention of your death is death for us, what will the reality be if it 
finds us still alive? <NAME> grant we may never live on to perform this duty, to render you the service which we look for from you alone; 
in this may we go before, not after you!",Unknown
"My Beloved <NAME>, To <NAME>
I have your picture in my room. I never pass by it without stopping to look at it; and yet when you were present with me, 
I scare ever cast my eyes upon it. If a picture which is but a mute representation of an object can give such pleasure, what 
cannot letters inspire? <NAME> have souls, they can speak, they have in them all that force which expresses the transport of the 
heart; they have all the fire of our passions….
<NAME>",Unknown
"My Dearest <NAME>, <NAME>
…and now, love, you with the warm heart and loving eyes, whose picture I kissed last night and whose lips I so often kiss in 
my dreams, whose love enriches me so bountifully with all pleasant memories and sweet anticipations, whose encircling arms shield 
me from so much evil and harm, whose caresses are so dear and so longed for awake and in slumber, making my heart beat faster, my 
flesh tremble and my brain giddy with delight, – whose feet I kiss and whose knees I embrace as a devotee kisses and embraces those 
of his idol, – my darling whose home is in my arms and whose resting place my bosom, who first came to them as a frightened bird but 
now loves to linger there till long after the midnight chimes have uttered their warning, – my life, with your generous soul, my 
heart’s keeper and my true lover, – <NAME> night: a good night and a fair one to thy sleeping eyes and wearied limb, the precursor of 
many bright, beautiful mornings when my kisses shall waken thee and my love shall greet thee.
<NAME>man",Unknown
"Dearest <NAME>, <NAME>
To be with the people one loves, says <NAME> is enough — to dream you are speaking to them, not speaking to them, 
thinking of them, thinking of the most indifferent things, but by their side, nothing else matters. O mon amie, how true 
that is! and it is also true that when one acquires such a habit, it becomes a necessary part of one’s existence.
<NAME> I well know, I should know too well, since the three months that I sigh, far away from thee, that I possess thee no more, 
than my happiness has departed. <NAME> when every morning I wake up, I look for you, it seems to me that half of myself is missing, 
and that is too true.
Twenty times during the day, I ask myself where you are; judge how strong the illusion is, and how cruel it is to see it vanish. 
When I go to bed, I do not fail to make room for you; I push myself quite close to the wall and leave a great empty space in my 
small bed. <NAME> movement is mechanical, these thoughts are involuntary. <NAME> how one accustoms oneself to happiness.
<NAME> one only knows it well when one has lost it, and I’m sure we have only learnt to appreciate how necessary we are to each 
other, since the thunderbolt has parted us. <NAME> source of our tears has not dried up, dear <NAME> we cannot become healed; we have 
enough in our hearts to love always, and, because of that, enough to weep always.
<NAME>",Unknown
"To the One I Cherish, <NAME>, To <NAME> Foucher
<NAME> dearest, When two souls, which have sought each other for, however long in the throng, have finally found each other …a union, 
fiery and pure as they themselves are… begins on earth and continues forever in heaven. 
<NAME> union is love, true love, … a religion, which deifies the loved one, whose life comes from devotion and passion, and for which 
the greatest sacrifices are the sweetest delights. 
<NAME> is the love which you inspire in me… <NAME> soul is made to love with the purity and passion of angels; but perhaps it can only 
love another angel, in which case I must tremble with apprehension.",Unknown
"My Love, <NAME>, After the two delightful evenings spent yesterday and the day before, I shall certainly not go out tonight, but will sit here at 
home and write to you. <NAME> my <NAME> my adorable and adored <NAME> what have I not to tell you? O, <NAME> for two days, I have 
been asking myself every moment if such happiness is not a dream. It seems to me that what I feel is not of earth. I cannot yet 
comprehend this cloudless heaven.
<NAME> do not yet know, <NAME> to what I had resigned myself. <NAME> do I know it myself? <NAME> I was weak, I fancied I was calm; 
because I was preparing myself for all the mad follies of despair, I thought I was courageous and resigned. <NAME> let me cast myself 
humbly at your feet, you who are so grand, so tender and strong! I had been thinking that the utmost limit of my devotion could only 
be the sacrifice of my life; but you, my generous love, were ready to sacrifice for me the repose of yours.
…<NAME> have been privileged to receive every gift from nature, you have both fortitude and tears. <NAME> <NAME> do not mistake these words 
for blind enthusiasm – enthusiasm for you has lasted all my life, and increased day by day. <NAME> whole soul is yours. If my entire 
existence had not been yours, the harmony of my being would have been lost, and I must have died — died inevitably.
<NAME> were my meditations, <NAME> when the letter that was to bring me hope of else despair arrived. If you love me, you know what 
must have been my joy. What I know you may have felt, I will not describe.
<NAME> why is there no word for this but joy? Is it because there is no power in human speech to express such happiness?
<NAME> sudden bound from mournful resignation to infinite felicity seemed to upset me. <NAME> now I am still beside myself and sometimes 
I tremble lest I should suddenly awaken from this dream divine.
<NAME> now you are mine! At last you are mine! <NAME> — in a few months, perhaps, my angel will sleep in my arms, will awaken in my arms, 
will live there. <NAME> your thoughts at all moments, all your looks will be for me; all my thoughts, all my moments, all my looks, will 
be for you! <NAME>
<NAME> my angel, my beloved <NAME> <NAME> I will kiss your hair and go to bed. <NAME> I am far from you, but I can dream of you. <NAME> 
perhaps you will be at my side. <NAME> pardon the delirium of your husband who embraces you, and who adores you, both for this life 
and another.",Unknown
"My Dearest <NAME>, <NAME> have been wonderful, my <NAME> all through these dark and violent days. If I needed love, you brought it to me, bless you! 
When, in my hiding places, always dangerous, after a night of waiting, I heard the key of my door trembling in your fingers, peril 
and darkness were no longer round me–what entered then was light!
We must never forget those terrible, but so sweet, hours when you were close to me in the intervals of fighting. <NAME> us remember 
all our lives that dark little room, the ancient hangings, the two armchairs, side by side, the meal we ate off the corner of the table, 
the cold chicken you had brought; our sweet converse, your caresses, your anxieties, your devotion. <NAME> were surprised to find me calm 
and serene. <NAME> you know whence came both calmness and serenity? From you…",Unknown
"My Beloved <NAME>, I wake filled with thoughts of you. <NAME> portrait and the intoxicating evening which we spent yesterday have left my senses in turmoil. 
<NAME> incomparable <NAME> what a strange effect you have on my heart! <NAME> you angry? <NAME> I see you looking sad? <NAME> you worried?… 
<NAME> soul aches with sorrow, and there can be no rest for you lover; but is there still more in store for me when, yielding to the profound 
feelings which overwhelm me, I draw from your lips, from your heart a love which consumes me with fire? <NAME> it was last night that I fully 
realized how false an image of you your portrait gives!
<NAME> are leaving at noon; I shall see you in three hours.
<NAME> then, mio dolce amor, a thousand kisses; but give me none in return, for they set my blood on fire.",Unknown
"To the One I Cherish, <NAME>, <NAME> dear <NAME>
It has just struck me. I came in at half past eleven. <NAME> then I have been sitting in an easy chair like a fool. I could do nothing. 
I hear nothing but your voice. I am like a fool hearing you call me ‘<NAME> I offended two men today by leaving them coolly. I wanted 
to hear your voice, not theirs.
When I am with you I leave aside my contemptuous, suspicious nature. I wish I felt your head on my shoulder. I think I will go to bed.
I have been a half-hour writing this thing. <NAME> you write something to me? I hope you will. <NAME> am I to sign myself? I won’t sign 
anything at all, because I don’t know what to sign myself.",Unknown
"My Love, <NAME>, Fräulein <NAME>
I am now going to ask you a favor which sounds quite crazy, and which I should regard as such, were I the one to receive the letter. 
It is also the very greatest test that even the kindest person could be put to. Well, this is it:
Write to me only once a week, so that your letter arrives on <NAME> — for I cannot endure your daily letters, I am incapable of 
enduring them. For instance, I answer one of your letters, then lie in bed in apparent calm, but my heart beats through my entire 
body and is conscious only of you. I belong to you; there is really no other way of expressing it, and that is not strong enough. 
But for this very reason I don’t want to know what you are wearing; it confuses me so much that I cannot deal with life; and that’s why 
I don’t want to know that you are fond of me. If I did, how could I, fool that I am, go on sitting in my office, or here at home, instead 
of leaping onto a train with my eyes shut and opening them only when I am with you? <NAME> there is a sad, sad reason for not doing so. 
To make it short: <NAME> health is only just good enough for myself alone, not good enough for marriage, let alone fatherhood. <NAME> when I 
read your letter, I feel I could overlook even what cannot possibly be overlooked.
If only I had your answer now! <NAME> how horribly I torment you, and how I compel you, in the stillness of your room, to read this letter, 
as nasty a letter as has ever lain on your desk! <NAME> it strikes me sometimes that I prey like a spectre on your felicitous name! 
If only I had mailed <NAME> letter, in which I implored you never to write to me again, and in which I gave a similar promise. 
<NAME> what prevented me from sending that letter? <NAME> would be well. But is a peaceful solution possible now? Would it help if we 
wrote to each other only once a week? <NAME> if my suffering could be cured by such means it would not be serious. <NAME> already I foresee 
that I shan’t be able to endure even the <NAME> letters. <NAME> so, to compensate for <NAME> lost opportunity, I ask you with what 
nergy remains to me at the end of this letter: If we value our lives, let us abandon it all.
<NAME> I think of signing myself <NAME> <NAME> nothing could be more false. <NAME> I am forever fettered to myself, that’s what I am, and that’s 
what I must try to live with.",Unknown
"To the One I Cherish, <NAME>, <NAME> <NAME>
<NAME> fear, sometimes, I do not love you so much as you wish? <NAME> dear <NAME> I love you ever and ever and without reserve. <NAME> more I 
have known you the more have I lov’d. <NAME> every way – even my jealousies have been agonies of <NAME> in the hottest fit I ever had I 
would have died for you. I have vex’d you too much. But for <NAME> <NAME> I help it? <NAME> are always new. <NAME> last of your kisses was ever 
the sweetest; the last smile the brightest; the last movement the gracefullest. When you pass’d my window home yesterday, I was fill’d 
with as much admiration as if I had then seen you for the first time. <NAME> uttered a half complaint once that I only lov’d your <NAME> 
<NAME> I nothing else then to love in you but that? <NAME> not I see a heart naturally furnish’d with wings imprison itself with me? <NAME> ill 
prospect has been able to turn your thoughts a moment from me. <NAME> perhaps should be as much a subject of sorrow as joy – but I will 
not talk of that. <NAME> if you did not love me I could not help an entire devotion to you: how much more deeply then must I feel for you 
knowing you love me. <NAME> has been the most discontented and restless one that ever was put into a body too small for it. I never felt 
my <NAME> repose upon anything with complete and undistracted enjoyment – upon no person but you. When you are in the room my thoughts never 
fly out of window: you always concentrate my whole senses. <NAME> anxiety shown about our <NAME> in your last note is an immense pleasure to me; 
however you must not suffer such speculations to molest you any more: not will I any more believe you can have the least pique against me.
<NAME> is gone out — but here is <NAME> <NAME> — when she is gone I shall be awake for you. — <NAME> to your <NAME>
<NAME> affectionate, 
J. <NAME>ts",Unknown
"My Dearest <NAME>, To <NAME> Brawne:
I cannot exist without you – I am forgetful of every thing but seeing you again – my life seems to stop there – I see no further. 
<NAME> have absorb’d me.
I have a sensation at the present moment as though I were dissolving ….I have been astonished that men could die martyrs for religion – 
I have shudder’d at it – I shudder no more – I could be martyr’d for my religion – love is my religion – I could die for that – I could 
die for you. <NAME> creed is love and you are its only tenet – you have ravish’d me away by a power I cannot resist.
<NAME> <NAME>ts",Unknown
"My Beloved <NAME>, <NAME> <NAME>
I have been a walk this morning with a book in my hand, but as usual I have been occupied with nothing but you: I wish I could 
say in an agreeable manner. I am tormented day and night. <NAME> talk of my going to <NAME> ‘<NAME> certain I shall never recover if 
I am to be so long separate from you: yet with all this devotion to you I cannot persuade myself into any confidence of you….
<NAME> are to me an object intensely desirable — the air I breathe in a room empty of you in unhealthy. I am not the same to you — no — 
you can wait — you have a thousand activities — you can be happy without me. <NAME> party, anything to fill up the day has been enough.
<NAME> have you pass’d this month? Who have you smil’d with? <NAME> this may seem savage in me. <NAME> do no feel as I do — you do not know what 
it is to love — one day you may — your time is not come….
I cannot live without you, and not only you but chaste you; virtuous you. <NAME> rises and sets, the day passes, and you follow the 
bent of your inclination to a certain extent — you have no conception of the quantity of miserable feeling that passes through me in a 
day — <NAME> serious! <NAME> is not a plaything — and again do not write unless you can do it with a crystal conscience. I would sooner die for 
want of you than 
<NAME> for ever 
J. <NAME>ts",Unknown
"My Love, <NAME>, <NAME> loved you well enough to give you my life when it was best work giving –having made you the center of all my hopes of earthly 
happiness — having never loved any human being as I have loved you, you can never be to me like any other human being, and it is utterly 
impossible that I should ever regard you with indifference.
<NAME> whole existence having once had you for its sole object, and all its thoughts, hopes, affections having, in their full harvest, 
been yours, it is utterly impossible that I should ever forget this–that I should ever forget that you were once my lover and are my 
husband and the father of my children. I cannot behold you without emotion; my heart still answers to your voice, my blood in my veins 
to your footsteps.",Unknown
"My Beloved <NAME>, I have waited patiently for one whole day without news of you; I have been counting the time and that’s what it must be. But a second day–
I can see no reason for it, unless my servants have grown lazy or been captured by the enemy, for I dare not put the blame on you, my 
beautiful angel: I am too confident of your affection–which is certainly due to me, for my love was never greater, nor my desire more 
urgent; that is why I repeat this refrain in all my letters: come, come, come, my dear love.
<NAME> with your presence the man who, if only he were free, would go a thousand miles to throw himself at your feet and never move from 
there. As for what is happening here, we have drained the water from the moat, but our cannons are not going to be in place until <NAME> 
when, <NAME> willing, I will dine in town.
<NAME> day after you reach <NAME> my sister will arrive at <NAME> where I will have the pleasure of seeing you every day. I am sending you 
a bouquet of orange blossom that I have just received. I kiss the hands of the <NAME> [<NAME> sister, <NAME> oise] if she is there, 
and of my good friend [his sister, <NAME> of <NAME> and as for you, my dear love, I kiss your feet a million times.",Unknown
"My Dearest <NAME>, <NAME> and <NAME> 
I and my heart put ourselves in your hands, begging you to recommend us to your good grace and not to let absence lessen your 
affection…or myself the pang of absence is already to great, and when I think of the increase of what I must needs suffer it would 
be well nigh intolerable but for my firm hope of your unchangeable affection…
<NAME> VIII ",Unknown
"My Beloved <NAME>, <NAME> debating with myself the contents of your letters I have been put to a great agony; not knowing how to understand them, 
whether to my disadvantage as shown in some places, or to my advantage as in others. I beseech you now with all my heart 
definitely to let me know your whole mind as to the love between us; for necessity compels me to plague you for a reply, having 
been for more than a year now struck by the dart of love, and being uncertain either of failure or of finding a place in your heart 
and affection, which point has certainly kept me for some time from naming you my mistress, since if you only love me with an ordinary 
love the name is not appropriate to you, seeing that it stands for an uncommon position very remote from the ordinary; but if it pleases 
you to do the duty of a true, loyal mistress and friend, and to give yourself body and heart to me, who have been, and will be, your very 
loyal servant (if your rigour does not forbid me), I promise you that not only the name will be due to you, but also to take you as my sole 
mistress, casting off all others than yourself out of mind and affection, and to serve you only; begging you to make me a complete reply to 
this my rude letter as to how far and in what I can trust; and if it does not please you to reply in writing, to let me know of some place 
where I can have it by word of mouth, the which place I will seek out with all my heart. <NAME> more for fear of wearying you. 
Written by the hand of him who would willingly remain yours.
HR",Unknown
"To the One I Cherish, <NAME>, I cannot get that beautiful afternoon out of my head, above me where I lay the grass was silhouetted against the blue of the 
heavens, small clouds were rushing past as the wind drove them on an endless journey. <NAME> close to me was the most lovely of 
all, your soft hair against my cheek, your kisses so cool and unearthly and my happiness was so great.",Unknown
"To the One I Cherish, <NAME>, To <NAME>
I love you no longer; on the contrary, I detest you. you are a wretch, truly perverse, truly stupid, a real <NAME> <NAME> never write
to me at all, you do not love your husband; you know the pleasure that your letters give him yet you cannot even manage to write him half
a dozen lines, dashed off in a moment! What then do you do all day, <NAME> What business is so vital that it robs you of the time to 
write to your faithful lover? What attachment can be stifling and pushing aside the love, the tender and constant love which you promised 
him? Who can this wonderful new lover be who takes up your every moment, rules your days and prevents you from devoting your attention to 
your husband?
<NAME> <NAME> one fine night the doors will be broken down and there I shall be. <NAME> truth, I am worried, my love, to have no news 
from you; write me a four page letter instantly made up from those delightful words which fill my heart with emotion and joy. I hope to 
hold you in my arms before long, when I shall lavish upon you a million kisses, burning as the equatorial sun.",Unknown
"To the One I Cherish, <NAME>, <NAME> heart overflows with emotion and joy! I do not know what heavenly languor, what infinite pleasure permeates it and burns me up. 
It is as if I had never loved!!! <NAME> me whence these uncanny disturbances spring, these inexpressible foretastes  of delight, 
these divine, tremors of love. <NAME> all this can only spring from you, sister, angel, woman, <NAME> <NAME> this can only be, is surely 
nothing less than a gentle ray streaming from your fiery soul, or else some secret poignant teardrop which you have long since left 
in my breast.
<NAME> my <NAME> never force us apart, take pity on us! But what am I saying? Forgive my weakness, how couldst <NAME> divide us! <NAME> 
wouldst have nothing but pity for us…<NAME> no! It is not in vain that our flesh and our souls quicken and become immortal through <NAME> 
Word, which cries out deep within us Father, Father…out <NAME> hand to us, that our broken hearts seek their refuge in <NAME> we thank, 
bless and praise <NAME> O <NAME> for all that <NAME> has given us, and all that <NAME> hast prepared for us….
<NAME> is to be — to be!
<NAME> <NAME>
<NAME> let me repeat that name a hundred times, a thousand times over; for three days now it has lived within me, oppressed me, 
set me afire. I am not writing to you, no, I am close beside you. I see you, I hear you. <NAME> in your arms… <NAME> Hell, everything, 
all is within you, redoubled… <NAME> <NAME> me free to rave in my delirium. Drab, tame, constricting reality is no longer enough for me. 
We must live our lives to the full, loving and suffering to extremes!…",Unknown
"To the One I Cherish, <NAME>, <NAME> <NAME>
<NAME> let me repeat that name a hundred times, a thousand times over; for three days now it has lived within me, oppressed me, 
set me afire. I am not writing to you, no, I am close beside you.
I see you, I hear you… <NAME> in your arms…<NAME> hell, all is within you and even more than all… <NAME> <NAME> me free to rave 
in my delirium. <NAME> cautious, narrow reality is no longer enough for me. We must live out lives to the full, our loves, our 
sorrow…! <NAME> you believe me capable of self-sacrifice, chastity, temperance and piety, do you not? But let no more be said of 
this… it is for you to question, to draw conclusions, to save me as you see fit. <NAME> me be mad, senseless since you can do nothing, 
nothing at all for me. It is good for me to speak to you now. <NAME> is to be! To be!!!",Unknown
"My Dearest <NAME>, <NAME> will made by me, <NAME> <NAME>
I have not much to leave behind me, should I die next month, having my treasure deep in my heart where no one can reach it, 
and where even death cannot enter…
I want, first of all, to tell <NAME> that all I have in the world and all I am and ever shall be, belongs to him more than anyone…
<NAME> few women have been as happy as I have been every hour since I married – so few have had such a wonderful sky of love for their 
common atmosphere, that perhaps it will seem strange when I write down that the sadness of death and parting is greatly lessened to 
me by the fact of my consciousness of the eternal, indivisible oneness of <NAME> and me.
I feel as long as he is down here I must be here, silently, secretly sitting beside him as I do every evening now, however much my 
soul is the other side, and that if <NAME> were to die, we would be as we were on earth, love as we did this year, only fuller, quicker, 
deeper than ever, with a purer passion and a wiser worship.
Only in the meantime, whilst my body is hid from him and my eyes cannot see him, let my trivial toys be his till the morning comes when 
nothing will matter because all is spirit.",Unknown
"To the One I Cherish, <NAME>, <NAME> <NAME>
<NAME> I say that the human might be filed in categories? Well, and if I did, let me qualify — not all humans. <NAME> elude me. I cannot 
place you, cannot grasp you. I may boast that of nine out of ten, under given circumstances, I can forecast their action; that of 
nine out of ten, by their word or action, I may feel the pulse of their hearts. But of the tenth I despair. It is beyond me. <NAME> are 
that tenth.
Were ever two souls, with dumb lips, more incongruously matched! We may feel in common — surely, we oftimes do — and when we do not 
feel in common, yet do we understand; and yet we have no common tongue. Spoken words do not come to us. We are unintelligible. <NAME> must 
laugh at the mummery.
<NAME> one gleam of sanity through it all is that we are both large temperamentally, large enough to often understand. <NAME> we often 
understand but in vague glimmering ways, by dim perceptions, like ghosts, which, while we doubt, haunt us with their truth. <NAME> still, 
I, for one, dare not believe; for you are that tenth which I may not forecast.
Am I unintelligible now? I do not know. I imagine so. I cannot find the common tongue.
<NAME> temperamentally — that is it. It is the one thing that brings us at all in touch. We have, flashed through us, you and I, each 
a bit of universal, and so we draw together. <NAME> yet we are so different.
I smile at you when you grow enthusiastic? It is a forgivable smile — nay, almost an envious smile. I have lived twenty-five years of 
repression. I learned not to be enthusiastic. It is a hard lesson to forget. I begin to forget, but it is so little. At the best, 
before I die, I cannot hope to forget all or most. I can exult, now that I am learning, in little things, in other things; but of my 
things, and secret things doubly mine, I cannot, I cannot. <NAME> I make myself intelligible? <NAME> you hear my voice? I fear not. <NAME> are 
poseurs. I am the most successful of them all.",Unknown
"Dearest <NAME>, <NAME> darling,
<NAME> not imagine, because you find these lines in your journal that I have been trespassing.  <NAME> know I have not – and where else shall 
I leave a love letter?  For I long to write you a love-letter tonight.
<NAME> are all about me – I seem to breathe you, hear you, feel you in me and of me.
What am I doing here?  <NAME> are away.  I have seen you in the train, at the station, driving up, sitting in the lamplight, talking, 
greeting people, washing your hands…  <NAME> I am here – in your tent – sitting at your table.
<NAME> are some wall-flower petals on the table and a dead match, a blue pencil and a <NAME> <NAME>  I am just as much at 
home as they.
When dusk came, flowing up the silent garden, lapping against the blind windows, my first and last terror started up.  I was making 
some coffee in the kitchen.  It was so violent, so dreadful I put down the coffee pot – and simply ran away – ran ran out of the studio 
and up the street with my bag under one arm and a block of writing paper and a pen under the other.  I felt that if I could get here 
and find <NAME> F I should be *safe*.
I found her and I lighted your gas, wound up your clock, drew your curtains and embraced your black overcoat before I sat down, 
frightened no longer.  <NAME> not be angry with me, <NAME>  Ca a ete plus fort que moi ….  <NAME> is why I am here.
When you came to tea this afternoon you took a brioche, broke it in half and padded the inside doughy bit with two fingers.  <NAME> 
always do that with a bun or roll or a piece of bread.  It is your way – your head a little on one side the while.
When you opened your suitcase, I saw your old <NAME> and a <NAME> book and a com all higgledy-piggedly.  ‘<NAME> <NAME> only got 3 
handkerchiefs.’ Why should that memory be so sweet to me?…
<NAME> night, there was a moment before you got into bed.  <NAME> stood, quite naked, bending forward a little, talking.  It was only for 
an instant.  I saw you – I loved you so, loved your body with such tenderness.  <NAME> my dear!
<NAME> I am not thinking of *passion*.  <NAME> of that other thing that makes me feel that every inch of you is so precious to me – your 
soft shoulders – your creamy warm skin, your ears cold like shells are cold – your long legs and your feet that I love to clasp with my 
feet – the feeling of your belly – and your thin young back.  <NAME> below that bone that sticks out at the back of your neck you have a 
little mole.
It is partly because we are young that I feel this tenderness.  I love your mouth.  I could not bear that it should be touched even by 
a cold wind if I were the <NAME>
We two, you know, have everything before us, and we shall do very great things.  I have perfect faith in us, and so perfect is my love 
for you that I am, as it were, still, silent to my very soul.
I want nobody but you for my lover and my friend and to nobody buy you shall I be faithful.
I am yours forever.
<NAME>g.",Unknown
"My Dearest <NAME>, <NAME> love for you tonight is so deep and tender that it seems to be outside myself as well. I am fast shut up like a little lake 
in the embrace of some big mountains. If you were to climb up the mountains, you would see me down below, deep and shining – and 
quite fathomless, my dear. <NAME> might drop your heart into me and you’d never hear it touch bottom.
I love you – I love you. <NAME> <NAME> what it is to love like this!
PS.–while I was writing the last page, tear after tear fell on the paper. But I must cheer up — catch! — <NAME> astonishing 
number of kisses are flying about — <NAME> deuce!– I see a whole crowd of them! <NAME> <NAME> have just caught three– <NAME> are delicious!– 
<NAME> can still answer this letter, but you must address your reply to <NAME> <NAME> Restante– <NAME> is the safest course. As I do not 
yet know for certain whether I shall go to <NAME> I can’t tell you anything definite. <NAME> write on the cover that the letter 
is to be kept until called for.
<NAME> most beloved little wife– <NAME> care of your health– and don’t think of walking into town. <NAME> write and tell 
me how you like our new quarters– <NAME> 
I kiss you millions of times.",Unknown
